,ID,SCHOOLSTATUS,SCHOOL_RIGHT,OPTION_RIGHT,FAC,SCHOOLPROVINCE,GENDER,DIPPERC,AGE,CGPA,DistinctionRatio,EchecRatio,NACADYEAR,Pass1stSessionRatio
424,9072,protestant,amkeni,sociale,FD,NORD-KIVU,H,51.0,24,46.0,G,A,1.0,G
429,474,protestant,maendeleo,inconnu,FD,NORD-KIVU,F,56.8765221107,38,54.25,G,D,2.0,D
431,3624,protestant,maendeleo,pedagogie,FD,NORD-KIVU,H,52.0,26,61.4000015259,G,G,1.0,A
438,4676,protestant,maendeleo,latin philo,FD,NORD-KIVU,H,60.0,27,65.3499984741,G,G,2.0,D
441,4869,protestant,maendeleo,latin philo,FD,NORD-KIVU,H,50.0,28,57.6333325704,G,G,3.0,E
442,4871,protestant,maendeleo,pedagogie,FD,NORD-KIVU,H,50.0,29,60.5999984741,G,G,1.0,G
443,4954,protestant,maendeleo,sociale,FD,NORD-KIVU,H,58.0,27,47.25,G,D,2.0,G
444,5054,protestant,maendeleo,sociale,FD,NORD-KIVU,H,61.0,27,62.5999984741,G,G,1.0,G
445,5056,protestant,maendeleo,latin philo,FD,NORD-KIVU,H,51.0,27,64.6499996185,G,G,2.0,D
457,6392,protestant,maendeleo,latin philo,FD,NORD-KIVU,F,50.0,27,61.2666664124,G,G,3.0,A
459,6629,protestant,maendeleo,pedagogie,FD,NORD-KIVU,F,56.0,29,44.0,G,A,1.0,G
467,7570,protestant,maendeleo,sociale,FD,NORD-KIVU,H,53.0,25,60.5999997457,G,G,3.0,G
469,7710,protestant,maendeleo,latin philo,FD,NORD-KIVU,H,52.0,32,57.5,G,G,2.0,D
470,7720,protestant,maendeleo,pedagogie,FD,NORD-KIVU,F,66.0,23,61.0666656494,G,G,3.0,E
471,7730,protestant,maendeleo,sociale,FD,NORD-KIVU,H,52.0,26,62.5500011444,G,G,2.0,G
472,7731,protestant,maendeleo,pedagogie,FD,NORD-KIVU,H,65.0,25,59.066666921,G,G,3.0,G
473,7782,protestant,maendeleo,sociale,FD,NORD-KIVU,H,62.0,25,62.4000015259,G,G,4.0,A
474,7857,protestant,maendeleo,latin philo,FD,NORD-KIVU,H,56.0,29,57.866666158,G,G,3.0,G
475,7859,protestant,maendeleo,latin philo,FD,NORD-KIVU,F,54.0,26,58.2999992371,G,D,2.0,G
482,8278,protestant,maendeleo,latin philo,FD,NORD-KIVU,F,53.0,26,58.2333335876,G,G,3.0,C
484,8335,protestant,maendeleo,sociale,FD,NORD-KIVU,F,57.0,24,60.3500003815,G,G,2.0,G
496,8909,protestant,maendeleo,latin philo,FD,NORD-KIVU,H,50.0,21,46.75,G,A,2.0,G
506,9301,protestant,maendeleo,sociale,FD,NORD-KIVU,F,56.0,23,50.6999994914,G,C,3.0,G
511,9664,protestant,maendeleo,latin philo,FD,NORD-KIVU,F,54.0,25,57.1000010172,G,G,3.0,G
513,9874,protestant,maendeleo,sociale,FD,NORD-KIVU,F,54.0,23,55.5,G,G,2.0,G
515,9968,protestant,maendeleo,latin philo,FD,NORD-KIVU,F,55.0,21,59.75,G,G,2.0,A
516,10029,protestant,maendeleo,pedagogie,FD,NORD-KIVU,H,58.0,24,63.3999996185,G,G,2.0,D
517,10030,protestant,maendeleo,pedagogie,FD,NORD-KIVU,F,61.0,23,59.6500015259,G,G,2.0,D
519,10110,protestant,maendeleo,latin philo,FD,NORD-KIVU,F,54.0,23,60.1000003815,G,G,2.0,D
522,10171,protestant,maendeleo,latin philo,FD,NORD-KIVU,F,51.0,21,55.5,G,G,2.0,G
524,10310,protestant,maendeleo,commmerciale et adm,FD,NORD-KIVU,F,51.0,22,47.0,G,A,1.0,G
527,10454,protestant,maendeleo,commmerciale et adm,FD,NORD-KIVU,F,51.0,22,56.7000007629,G,G,2.0,G
529,10564,protestant,maendeleo,sociale,FD,NORD-KIVU,F,57.0,22,53.5499992371,G,D,2.0,G
541,11576,protestant,maendeleo,latin philo,FD,NORD-KIVU,H,52.0,22,58.2999992371,G,G,1.0,G
544,11647,protestant,maendeleo,sociale,FD,NORD-KIVU,H,53.0,24,59.5999984741,G,G,1.0,A
552,12198,protestant,maendeleo,latin philo,FD,NORD-KIVU,H,64.0,20,61.0,G,G,1.0,A
556,7759,catholique,rambo,pedagogie,FD,SUD-KIVU,H,51.0,32,61.2499990463,G,G,4.0,F
560,3809,publique,ngoma,pedagogie,FD,NORD-KIVU,F,56.0,28,59.5,G,G,1.0,G
563,4965,publique,ngoma,latin philo,FD,NORD-KIVU,F,51.0,29,59.25,G,G,2.0,D
566,6244,publique,ngoma,latin philo,FD,NORD-KIVU,H,59.0,25,64.6999994914,G,G,3.0,E
568,6508,publique,ngoma,latin philo,FD,NORD-KIVU,H,60.0,25,65.0666656494,G,G,3.0,E
574,6976,publique,ngoma,pedagogie,FD,NORD-KIVU,F,55.0,27,61.1333338419,G,G,3.0,A
578,7461,publique,ngoma,pedagogie,FD,NORD-KIVU,F,53.0,26,57.7999992371,G,G,2.0,G
579,7773,publique,ngoma,latin philo,FD,NORD-KIVU,F,62.0,26,61.9000015259,G,G,1.0,G
581,7824,publique,ngoma,pedagogie,FD,NORD-KIVU,F,55.0,25,62.6666679382,G,G,3.0,E
585,8213,publique,ngoma,latin philo,FD,NORD-KIVU,H,58.0,25,58.5666656494,G,G,3.0,G
586,8264,publique,ngoma,pedagogie,FD,NORD-KIVU,H,50.0,24,58.9000002543,G,G,3.0,E
590,8685,publique,ngoma,latin philo,FD,NORD-KIVU,F,63.0,24,63.5499992371,G,G,2.0,A
597,9148,publique,ngoma,latin philo,FD,NORD-KIVU,F,61.0,21,63.2999992371,G,G,1.0,G
603,9609,publique,ngoma,latin philo,FD,NORD-KIVU,H,54.0,23,57.433333079,G,G,3.0,G
604,9662,publique,ngoma,latin philo,FD,NORD-KIVU,H,52.0,24,57.0,G,G,3.0,G
607,9863,publique,ngoma,latin philo,FD,NORD-KIVU,F,52.0,23,53.6499996185,G,D,2.0,G
617,10018,publique,ngoma,sociale,FD,SUD-KIVU,H,56.0,28,60.75,G,G,2.0,D
627,10215,publique,ngoma,pedagogie,FD,NORD-KIVU,H,54.0,24,52.9500007629,G,D,2.0,G
633,10352,publique,ngoma,latin philo,FD,NORD-KIVU,H,51.0,22,59.5499992371,G,G,2.0,D
647,10857,publique,ngoma,latin philo,FD,NORD-KIVU,F,58.0,24,55.8500003815,G,G,2.0,D
649,10889,publique,ngoma,latin philo,FD,NORD-KIVU,H,53.0,23,53.0,G,A,1.0,G
650,11429,publique,ngoma,latin philo,FD,NORD-KIVU,F,56.0,20,55.2000007629,G,G,1.0,G
652,11466,publique,ngoma,latin philo,FD,NORD-KIVU,F,59.0,23,55.5999984741,G,G,1.0,G
655,11544,privé,ngoma,pedagogie,FD,NORD-KIVU,F,55.0,21,54.5999984741,G,G,1.0,G
656,11574,publique,ngoma,pedagogie,FD,NORD-KIVU,H,59.0,19,58.9000015259,G,G,1.0,G
659,11692,publique,ngoma,latin philo,FD,NORD-KIVU,H,62.0,22,55.9000015259,G,G,1.0,G
676,9933,protestant,kishanga,sociale,FD,NORD-KIVU,H,63.0,27,43.0,G,A,1.0,G
680,12152,catholique,anuarite/kisangani,latin philo,FD,ORIENTALE,F,64.0,20,63.5999984741,G,G,1.0,A
713,9336,privé,mama yetu,commmerciale et adm,FD,NORD-KIVU,F,50.0,21,59.3333333333,G,G,3.0,E
725,11902,privé,mama yetu,bio-chimie,FD,NORD-KIVU,F,51.0,19,48.0,G,A,1.0,G
731,3612,protestant,metanoia,latin philo,FD,NORD-KIVU,F,50.0,29,59.5999984741,G,G,1.0,A
736,3810,protestant,metanoia,commmerciale et adm,FD,NORD-KIVU,H,51.0,30,60.2999992371,G,G,1.0,A
754,4327,protestant,metanoia,pedagogie,FD,NORD-KIVU,H,53.0,27,67.4000015259,G,G,2.0,A
768,4595,protestant,metanoia,pedagogie,FD,NORD-KIVU,H,52.0,28,51.5499992371,G,D,2.0,D
771,4624,protestant,metanoia,commmerciale et adm,FD,inconnu,F,52.0,26,64.3000030518,G,G,1.0,A
773,4660,protestant,metanoia,pedagogie,FD,NORD-KIVU,H,53.0,26,65.9500007629,G,G,2.0,D
775,4926,protestant,metanoia,latin philo,FD,NORD-KIVU,H,60.0,25,70.6666666667,E,G,3.0,A
776,4927,protestant,metanoia,latin philo,FD,NORD-KIVU,F,53.0,28,60.7999992371,G,G,2.0,G
784,5132,protestant,metanoia,latin philo,FD,NORD-KIVU,H,78.0,27,73.1999969482,A,G,1.0,A
785,5644,protestant,metanoia,latin philo,FD,NORD-KIVU,F,53.0,27,56.75,G,D,2.0,D
788,5705,protestant,metanoia,latin philo,FD,NORD-KIVU,H,59.0,26,57.3000011444,G,G,2.0,G
789,5714,protestant,metanoia,latin philo,FD,NORD-KIVU,F,53.0,28,58.0999984741,G,G,2.0,G
801,6357,protestant,metanoia,latin philo,FD,NORD-KIVU,F,53.0,27,63.1000010173,G,G,3.0,C
803,6394,protestant,metanoia,latin philo,FD,NORD-KIVU,H,53.0,27,64.7333310445,G,G,3.0,C
813,6719,protestant,metanoia,pedagogie,FD,NORD-KIVU,H,50.0,26,60.1000003815,G,G,2.0,G
816,6956,protestant,metanoia,latin philo,FD,NORD-KIVU,H,58.0,27,61.1499996185,G,G,2.0,G
842,7592,protestant,metanoia,latin philo,FD,NORD-KIVU,F,55.0,26,64.1249980926,G,G,4.0,A
843,7593,protestant,metanoia,latin philo,FD,NORD-KIVU,F,61.0,25,64.0333353679,G,G,3.0,C
846,7715,protestant,metanoia,pedagogie,FD,NORD-KIVU,F,62.0,24,63.0749998093,G,G,4.0,B
847,7729,protestant,metanoia,commmerciale et adm,FD,NORD-KIVU,H,55.0,24,69.25,F,G,4.0,A
849,7802,protestant,metanoia,pedagogie,FD,NORD-KIVU,F,59.0,23,64.8249998093,G,G,4.0,B
850,7806,protestant,metanoia,latin philo,FD,NORD-KIVU,H,59.0,24,66.5,G,G,2.0,A
851,7826,protestant,metanoia,latin philo,FD,NORD-KIVU,H,57.0,24,63.9666659037,G,G,3.0,E
852,7840,protestant,metanoia,latin philo,FD,NORD-KIVU,F,54.0,28,60.5999984741,G,G,1.0,A
853,7844,protestant,metanoia,latin philo,FD,NORD-KIVU,H,55.0,27,60.5999997457,G,G,3.0,E
861,8227,protestant,metanoia,latin philo,FD,NORD-KIVU,F,50.0,24,58.0,G,G,3.0,G
863,8275,protestant,metanoia,latin philo,FD,NORD-KIVU,F,59.0,25,61.6500005722,G,G,4.0,A
865,8321,protestant,metanoia,latin philo,FD,NORD-KIVU,F,64.0,22,61.2999992371,G,G,4.0,A
866,8337,protestant,metanoia,latin philo,FD,NORD-KIVU,F,53.0,23,62.5000009537,G,G,4.0,A
869,8408,protestant,metanoia,latin philo,FD,NORD-KIVU,H,65.0,24,66.1250009537,F,G,4.0,B
870,8409,protestant,metanoia,latin philo,FD,NORD-KIVU,H,66.0,25,56.0999984741,G,G,2.0,G
873,8450,protestant,metanoia,latin philo,FD,NORD-KIVU,H,66.0,24,61.5,G,G,3.0,E
874,8507,protestant,metanoia,latin philo,FD,NORD-KIVU,F,67.0,23,73.9750003815,A,G,4.0,A
875,8532,protestant,metanoia,latin philo,FD,NORD-KIVU,H,61.0,20,62.875,G,G,4.0,B
876,8634,protestant,metanoia,latin philo,FD,NORD-KIVU,F,60.0,22,65.125,G,G,4.0,D
881,8876,protestant,metanoia,latin philo,FD,NORD-KIVU,F,52.0,24,57.4000002543,G,G,3.0,E
882,8881,protestant,metanoia,latin philo,FD,NORD-KIVU,H,51.0,24,57.6333338419,G,G,3.0,G
884,8900,protestant,metanoia,latin philo,FD,NORD-KIVU,F,51.0,23,59.3666674296,G,G,3.0,G
886,8937,protestant,metanoia,latin philo,FD,NORD-KIVU,H,62.0,20,58.5333340963,G,G,3.0,G
888,8947,protestant,metanoia,latin philo,FD,NORD-KIVU,H,52.0,21,63.0333328247,G,G,3.0,C
891,8978,protestant,metanoia,pedagogie,FD,NORD-KIVU,H,61.0,24,59.3666661581,G,G,3.0,G
892,9002,protestant,metanoia,pedagogie,FD,NORD-KIVU,F,61.0,21,60.933333079,G,G,3.0,A
904,9181,protestant,metanoia,latin philo,FD,NORD-KIVU,H,60.0,21,58.1666679382,G,G,3.0,G
907,9222,protestant,metanoia,latin philo,FD,NORD-KIVU,F,62.0,22,59.7999992371,G,G,3.0,C
923,9468,protestant,metanoia,latin philo,FD,NORD-KIVU,F,67.0,21,70.0,E,G,3.0,C
925,9522,protestant,metanoia,latin philo,FD,NORD-KIVU,H,58.0,23,57.4333343506,G,G,3.0,E
928,9673,protestant,metanoia,commmerciale et adm,FD,NORD-KIVU,H,54.0,22,58.5,G,G,3.0,C
929,9675,protestant,metanoia,pedagogie,FD,NORD-KIVU,F,52.0,23,60.6666653951,G,G,3.0,G
933,9852,protestant,metanoia,commmerciale et adm,FD,NORD-KIVU,H,51.0,21,59.3999996185,G,G,2.0,G
938,9868,protestant,metanoia,latin philo,FD,NORD-KIVU,H,56.0,21,63.2999992371,G,G,2.0,A
939,9877,protestant,metanoia,latin philo,FD,NORD-KIVU,F,61.0,21,70.4500007629,D,G,2.0,D
940,9880,protestant,metanoia,latin philo,FD,NORD-KIVU,H,62.0,21,66.7999992371,G,G,2.0,A
945,9918,protestant,metanoia,latin philo,FD,NORD-KIVU,F,56.0,20,60.7999992371,G,G,2.0,A
946,9944,protestant,metanoia,latin philo,FD,NORD-KIVU,F,54.0,21,58.0499992371,G,G,2.0,G
947,9960,protestant,metanoia,latin philo,FD,NORD-KIVU,H,61.0,24,62.3500003815,G,G,2.0,A
948,9981,protestant,metanoia,latin philo,FD,NORD-KIVU,F,52.0,22,59.5499992371,G,G,2.0,D
961,10305,protestant,metanoia,latin philo,FD,NORD-KIVU,H,56.0,20,63.75,G,G,2.0,D
962,10401,protestant,metanoia,latin philo,FD,NORD-KIVU,H,55.0,22,64.5000019073,G,G,2.0,G
974,10661,protestant,metanoia,pedagogie,FD,NORD-KIVU,F,55.0,23,57.5,G,G,2.0,G
976,10700,protestant,metanoia,pedagogie,FD,NORD-KIVU,H,64.0,24,71.5,A,G,2.0,A
982,10761,protestant,metanoia,latin philo,FD,NORD-KIVU,F,53.0,20,44.0,G,A,1.0,G
983,10762,protestant,metanoia,latin philo,FD,NORD-KIVU,F,67.0,20,41.0,G,A,1.0,G
984,10780,protestant,metanoia,commmerciale et adm,FD,NORD-KIVU,H,53.0,21,46.0,G,A,1.0,G
989,11325,protestant,metanoia,latin philo,FD,NORD-KIVU,H,65.0,21,69.5,G,G,1.0,A
990,11362,protestant,metanoia,latin philo,FD,NORD-KIVU,F,64.0,20,60.9000015259,G,G,1.0,A
994,11395,protestant,metanoia,latin philo,FD,NORD-KIVU,H,64.0,19,62.5,G,G,1.0,A
997,11424,protestant,metanoia,bio-chimie,FD,NORD-KIVU,F,62.0,19,63.9000015259,G,G,1.0,G
998,11427,protestant,metanoia,pedagogie,FD,NORD-KIVU,F,72.0,18,66.4000015259,G,G,1.0,A
1007,11573,protestant,metanoia,commmerciale et adm,FD,NORD-KIVU,H,50.0,24,59.7000007629,G,G,1.0,A
1011,11613,protestant,metanoia,pedagogie,FD,NORD-KIVU,H,78.0,20,66.1999969482,G,G,1.0,G
1014,11665,protestant,metanoia,pedagogie,FD,NORD-KIVU,H,56.0,27,55.5,G,G,1.0,G
1015,11688,protestant,metanoia,latin philo,FD,NORD-KIVU,F,58.0,19,60.2000007629,G,G,1.0,A
1031,12025,protestant,metanoia,latin philo,FD,NORD-KIVU,H,72.0,21,66.5999984741,G,G,1.0,A
1032,12032,protestant,metanoia,latin philo,FD,NORD-KIVU,F,60.0,19,63.7999992371,G,G,1.0,A
1042,10468,privé,tumba,pedagogie,FD,SUD-KIVU,H,62.0,24,57.8499984741,G,G,2.0,G
1044,10742,privé,tumba,pedagogie,FD,NORD-KIVU,F,58.0,24,50.8500003815,G,D,2.0,G
1045,10751,privé,tumba,pedagogie,FD,SUD-KIVU,F,57.0,21,53.4000015259,G,G,2.0,G
1046,10757,privé,tumba,bio-chimie,FD,NORD-KIVU,H,58.0,24,43.0,G,A,1.0,G
1052,9613,publique,namurera,pedagogie,FD,SUD-KIVU,H,51.0,33,57.5,G,G,1.0,G
1054,10330,publique,namurera,pedagogie,FD,SUD-KIVU,H,57.0,27,65.5499992371,G,G,2.0,A
1061,11642,privé,tisiesi,sociale,FD,NORD-KIVU,H,52.0,23,55.0,G,G,1.0,G
1063,11372,privé,virunga/quartier,pedagogie,FD,NORD-KIVU,F,56.0,23,53.5999984741,G,G,1.0,G
1064,12020,publique,virunga/quartier,commmerciale et adm,FD,NORD-KIVU,H,50.0,22,41.0,G,A,1.0,G
1071,9704,protestant,chidasa,sociale,FD,SUD-KIVU,H,52.0,28,57.6999988556,G,D,2.0,G
1072,10202,protestant,chidasa,sociale,FD,NORD-KIVU,F,50.0,25,54.5,G,G,1.0,G
1075,4043,privé,de l'unite,latin philo,FD,MANIEMA,H,50.0,35,63.2999992371,G,G,1.0,A
1081,12107,catholique,de l'unite,latin philo,FD,MANIEMA,F,52.0,24,44.0,G,A,1.0,G
1083,7746,catholique,busimba,pedagogie,FD,NORD-KIVU,H,66.0,24,62.933333079,G,G,3.0,E
1085,3579,protestant,lukanga,pedagogie,FD,NORD-KIVU,F,63.0,29,59.2333335876,G,G,3.0,E
1095,8758,protestant,lukanga,pedagogie,FD,NORD-KIVU,H,61.0,24,61.6999994914,G,G,3.0,G
1111,4854,protestant,kalungu,latin philo,FD,SUD-KIVU,F,50.0,28,60.25,G,G,2.0,D
1113,6397,protestant,kalungu,pedagogie,FD,SUD-KIVU,H,53.0,24,70.1000010173,E,G,3.0,A
1115,6682,protestant,kalungu,latin philo,FD,SUD-KIVU,H,50.0,29,66.0000019073,G,G,2.0,A
1123,7626,protestant,kalungu,pedagogie,FD,SUD-KIVU,F,52.0,33,67.0999984741,G,G,1.0,A
