,Unnamed: 0,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS,SCHOOL_CORRECT,SCHOOL_RIGHT,OPTION
2515,2515,Pédagogique,pédagogie générale,saint joseph,inconnu,saint joseph,st joseph,pedagogie
2516,2516,Technique,sociale,mbogha,inconnu,mbogha,moria,sociale
2517,2517,Pédagogique,pédagogie générale,instigo,inconnu,instigo,de goma,pedagogie
2518,2518,Pédagogique,pédagogie générale,totoro,inconnu,totoro,totoro,pedagogie
2519,2519,Technique,commerciale et administrative,kabuis,inconnu,kabuis,mama yetu,commmerciale et adm
2520,2520,Technique,hôtesse d’accueil,gs gilgali,inconnu,gs gilgali,gs kigali,hotesse d'acceuil
2521,2521,Technique,mécanique générale,itig,inconnu,itig,itig,mec gene
2522,2522,Scientifique,biologie chimie,nuru,inconnu,nuru,uhuru,bio-chimie
2523,2523,Pédagogique,pédagogie générale,furaha,inconnu,furaha,mukaba,pedagogie
2524,2524,Littéraire,latin philo,zanner,inconnu,zanner,zanner,latin philo
2525,2525,Technique,commerciale et administrative,mgr guido maria conforti,inconnu,mgr guido maria conforti,mgr guido maria conforti,commmerciale et adm
2526,2526,Pédagogique,pédagogie générale,nyabushongo,inconnu,nyabushongo,nyabushongo,pedagogie
2527,2527,Pédagogique,pédagogie générale,gs gilgali,inconnu,gs gilgali,gs kigali,pedagogie
2528,2528,Pédagogique,pédagogie générale,cs mama onja,inconnu,mama onja,mama onja,pedagogie
2529,2529,Technique,commerciale et administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
2530,2530,Pédagogique,pédagogie générale,metanoia,inconnu,metanoia,metanoia,pedagogie
2531,2531,Pédagogique,pédagogie normale,jikaze,inconnu,jikaze,jikaze,pedagogie
2532,2532,Pédagogique,pédagogie générale,cs lyliane,inconnu,lyliane,lyliane,pedagogie
2533,2533,Technique,sociale,cs ndosho,inconnu,ndosho,ndosho,sociale
2534,2534,Technique,electricité industrielle,itfm fundi maendeleo,inconnu,itfm fundi maendeleo,itfm maendeleo,elec indust
2535,2535,Scientifique,biologie chimie,lycée cirezi,inconnu,cirezi,cirezi,bio-chimie
2536,2536,Pédagogique,pédagogie générale,autodidacte,inconnu,autodidacte,autodidacte,pedagogie
2537,2537,Pédagogique,pédagogie générale,makungu,inconnu,makungu,kalungu,pedagogie
2538,2538,Pédagogique,pédagogie générale,mgr guido maria conforti,inconnu,mgr guido maria conforti,mgr guido maria conforti,pedagogie
2539,2539,Pédagogique,pédagogie normale,vupara,inconnu,vupara,mukaba,pedagogie
2540,2540,Littéraire,latin philo,tumaini letu,inconnu,tumaini letu,tumaini letu,latin philo
2541,2541,Technique,sociale,autodidacte,inconnu,autodidacte,autodidacte,sociale
2542,2542,Technique,commerciale et administrative,kasali,inconnu,kasali,kasali,commmerciale et adm
2543,2543,Technique,commerciale et administrative,ujuzi,inconnu,ujuzi,uhuru,commmerciale et adm
2544,2544,Pédagogique,pédagogie générale,imara,inconnu,imara,imara,pedagogie
2545,2545,Technique,electronique,itig,inconnu,itig,itig,elec
2546,2546,Pédagogique,pédagogie générale,cofi,inconnu,cofi,moria,pedagogie
2547,2547,Pédagogique,pédagogie générale,kashozi,inconnu,kashozi,kashozi,pedagogie
2548,2548,Technique,mécanique,kyeshero,protestant,kyeshero,kyeshero,mec gene
2549,2549,Scientifique,mathématique physique,saint paul,inconnu,saint paul,saint paul,math-physique
2550,2550,Technique,commerciale administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
2551,2551,Littéraire,latin philo,himbi,inconnu,himbi,himbi,latin philo
2552,2552,Pédagogique,pédagogie générale,cs les vert,inconnu,les vert,les vert,pedagogie
2553,2553,Scientifique,biologie chimie,isidore bakanja,inconnu,isidore bakanja,bakadja,bio-chimie
2554,2554,Littéraire,latin philo,lwanzururu,inconnu,lwanzururu,lwanzururu,latin philo
2555,2555,Pédagogique,pédagogie générale,visoke,inconnu,visoke,visoke,pedagogie
2556,2556,Technique,commerciale administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
2557,2557,Technique,commerciale et administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
2558,2558,Technique,commerciale et administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
2559,2559,Technique,commerciale informatique,saint joseph,inconnu,saint joseph,st joseph,commerciale informatique
2560,2560,Technique,sociale,cs kiyabo,inconnu,kiyabo,kiyabo,sociale
2561,2561,Scientifique,biologie chimie,isidore bakanja,inconnu,isidore bakanja,bakadja,bio-chimie
2562,2562,Pédagogique,pédagogie générale,metanoia,inconnu,metanoia,metanoia,pedagogie
2563,2563,Pédagogique,pédagogie générale,autodidacte,inconnu,autodidacte,autodidacte,pedagogie
2564,2564,Scientifique,mathématique physique,instigo,inconnu,instigo,de goma,math-physique
2565,2565,Technique,commerciale et administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
2566,2566,Scientifique,mathématique physique,majengo,inconnu,majengo,majengo,math-physique
2567,2567,Littéraire,latin philo,maendeleo,inconnu,maendeleo,maendeleo,latin philo
2568,2568,Pédagogique,pédagogie générale,metanoia,inconnu,metanoia,metanoia,pedagogie
2569,2569,Pédagogique,pédagogie générale,maendeleo,inconnu,maendeleo,maendeleo,pedagogie
2570,2570,Technique,commerciale et administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
2571,2571,Technique,commerciale et administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
2572,2572,Scientifique,biologie chimie,metanoia,inconnu,metanoia,metanoia,bio-chimie
2573,2573,Technique,sociale,lycée sainte ursule,inconnu,sainte ursule,sainte ursule,sociale
2574,2574,Pédagogique,pédagogie générale,metanoia,inconnu,metanoia,metanoia,pedagogie
2575,2575,Littéraire,latin philo,metanoia,inconnu,metanoia,metanoia,latin philo
2576,2576,Technique,mécanique générale,itig,inconnu,itig,itig,mec gene
2577,2577,Technique,commerciale et administrative,zanner,inconnu,zanner,zanner,commmerciale et adm
2578,2578,Technique,commerciale et administrative,isidore bakanja,inconnu,isidore bakanja,bakadja,commmerciale et adm
2579,2579,Pédagogique,pédagogie générale,furaha,inconnu,furaha,mukaba,pedagogie
2580,2580,Pédagogique,pédagogie générale,sayuni,inconnu,sayuni,sayuni,pedagogie
2581,2581,Pédagogique,pédagogie générale,cs molière,inconnu,molière,molière,pedagogie
2582,2582,Technique,sociale,uzima,inconnu,uzima,uzima,sociale
2583,2583,Technique,sociale,edap isp walikale,inconnu,edap isp walikale,edap isp walikale,sociale
2584,2584,Pédagogique,pédagogie générale,cs sauvetage,inconnu,sauvetage,sauvetage,pedagogie
2585,2585,Technique,sociale,cs tuungane,inconnu,tuungane,tuungane,sociale
2586,2586,Pédagogique,pédagogie générale,isidore bakanja,inconnu,isidore bakanja,bakadja,pedagogie
2587,2587,Technique,commerciale et administrative,ndahura,inconnu,ndahura,ndahura,commmerciale et adm
2588,2588,Technique,commerciale administrative,jikaze,inconnu,jikaze,jikaze,commmerciale et adm
2589,2589,Technique,commerciale et administrative,totoro,inconnu,totoro,totoro,commmerciale et adm
2590,2590,Pédagogique,pédagogie générale,cs mlezi,inconnu,mlezi,mlezi,pedagogie
2591,2591,a,a,tumaini,inconnu,tumaini,muhini,agricole
2592,2592,Pédagogique,pédagogie générale,cs virunga,inconnu,virunga,virunga,pedagogie
2593,2593,Pédagogique,pédagogie générale,mont carmel,inconnu,mont carmel,mont caemel,pedagogie
2594,2594,Pédagogique,pédagogie générale,mgr guido maria conforti,inconnu,mgr guido maria conforti,mgr guido maria conforti,pedagogie
2595,2595,Technique,sociale,moria,inconnu,moria,moria,sociale
2596,2596,Technique,sociale,mont carmel,inconnu,mont carmel,mont caemel,sociale
2597,2597,Technique,commerciale et administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
2598,2598,Technique,sociale,lycée sainte ursule,inconnu,sainte ursule,sainte ursule,sociale
2599,2599,Technique,commerciale et administrative,ecole congolaise de bujumbura,inconnu,congolaise de bujumbura,congolaise de bujumbura,commmerciale et adm
2600,2600,Pédagogique,pédagogie générale,dirokpa,inconnu,dirokpa,kigonza,pedagogie
2601,2601,Pédagogique,pédagogie générale,instigo,inconnu,instigo,de goma,pedagogie
2602,2602,Pédagogique,pédagogie générale,cs espoir 2,inconnu,espoir 2,espoir1,pedagogie
2603,2603,Technique,commerciale et administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
2604,2604,Littéraire,latin philo,mwanga,inconnu,mwanga,mwanga,latin philo
2605,2605,Technique,commerciale informatique,cs mama yetu,inconnu,mama yetu,mama yetu,commerciale informatique
2606,2606,Pédagogique,pédagogie générale,lycée tobongisa,inconnu,tobongisa,tobongisa,pedagogie
2607,2607,Pédagogique,pédagogie générale,bibwe,inconnu,bibwe,bibwe,pedagogie
2608,2608,Technique,sociale,gs gilgali,inconnu,gs gilgali,gs kigali,sociale
2609,2609,Littéraire,latin-philo,itso,inconnu,itso,itso,latin philo
2610,2610,Pédagogique,pédagogie générale,nyabushongo,inconnu,nyabushongo,nyabushongo,pedagogie
2611,2611,Technique,sociale,moria,inconnu,moria,moria,sociale
2612,2612,Pédagogique,pédagogie générale,vuvatsi,inconnu,vuvatsi,mawato,pedagogie
2613,2613,Technique,sociale,mont carmel,inconnu,mont carmel,mont caemel,sociale
2614,2614,Technique,commerciale et administrative,mikeno nc,inconnu,mikeno nc,mikeno nc,commmerciale et adm
2615,2615,Technique,commerciale et administrative,instigo,inconnu,instigo,de goma,commmerciale et adm
2616,2616,Pédagogique,pédagogie générale,luhihi,inconnu,luhihi,muhini,pedagogie
2617,2617,Technique,electricité industrielle,avenir,inconnu,avenir,avenir,elec indust
2618,2618,Pédagogique,pédagogie générale,cs lumière,inconnu,lumière,lumiere,pedagogie
2619,2619,Technique,sociale,mont carmel,inconnu,mont carmel,mont caemel,sociale
2620,2620,Technique,mécamique générale,itig,inconnu,itig,itig,mec gene
2621,2621,Technique,commerciale administrative,faraja,inconnu,faraja,faraja,commmerciale et adm
2622,2622,Littéraire,latin philo,metanoia,inconnu,metanoia,metanoia,latin philo
2623,2623,Scientifique,mathématique physique,ibanga,inconnu,ibanga,ibanga,math-physique
2624,2624,Pédagogique,pédagogie générale,muhyahya,inconnu,muhyahya,mukaba,pedagogie
2625,2625,Pédagogique,pédagogie générale,muzizi,inconnu,muzizi,muhini,pedagogie
2626,2626,Littéraire,latin philo,himbi,inconnu,himbi,himbi,latin philo
2627,2627,Pédagogique,pédagogie générale,action kusidiya,inconnu,action kusidiya,action kusaidiya,pedagogie
2628,2628,Technique,commerciale administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
2629,2629,Scientifique,math physique,bushongo,inconnu,bushongo,kishanga,math-physique
2630,2630,Pédagogique,pédagogie générale,mikeno nc,inconnu,mikeno nc,mikeno nc,pedagogie
2631,2631,Technique,sociale,ruhamiro,inconnu,ruhamiro,ruhamiro,sociale
2632,2632,Pédagogique,pégogigie générale,isidore bakandja,inconnu,isidore bakandja,bakadja,pedagogie
2633,2633,Scientifique,biologie chimie,lycée amani,inconnu,amani,amani,bio-chimie
2634,2634,Scientifique,biologie chimie,lycée amani,inconnu,amani,amani,bio-chimie
2635,2635,Pédagogique,pédagogie générale,visoke,inconnu,visoke,visoke,pedagogie
2636,2636,Scientifique,mathématique physique,isoko,inconnu,isoko,isoko,math-physique
2637,2637,Littéraire,latin philo,mwanga,inconnu,mwanga,mwanga,latin philo
2638,2638,Littéraire,latin philo,bangu,inconnu,bangu,kalungu,latin philo
2639,2639,Pédagogique,pédagogie générale,mululu,inconnu,mululu,mululu,pedagogie
2640,2640,Scientifique,biologie chimie,instigo,inconnu,instigo,de goma,bio-chimie
2641,2641,Pédagogique,pédagogie générale,kiraku,inconnu,kiraku,kiraku,pedagogie
2642,2642,Pédagogique,pédagogie générale,sayuni,inconnu,sayuni,sayuni,pedagogie
2643,2643,Pédagogique,pédagogie générale,wema,inconnu,wema,wema,pedagogie
2644,2644,Scientifique,biologie chimie,faraja,inconnu,faraja,faraja,bio-chimie
2645,2645,Pédagogique,pédagogie générale,uenezaji,inconnu,uenezaji,uenezaji,pedagogie
2646,2646,Technique,sociale,saint andré,inconnu,saint andré,saint andre,sociale
2647,2647,Pédagogique,pédagogie générale,autodidacte,inconnu,autodidacte,autodidacte,pedagogie
2648,2648,Technique,nutrition,saint augustin,inconnu,saint augustin,st augustin,nutr
2649,2649,Technique,commerciale et administrative,faraja,inconnu,faraja,faraja,commmerciale et adm
2650,2650,Technique,commerciale et administrative,faraja,inconnu,faraja,faraja,commmerciale et adm
2651,2651,Pédagogique,pédagogie générale,totoro,inconnu,totoro,totoro,pedagogie
2652,2652,Scientifique,mathématique physique,ibanda,inconnu,ibanda,ibanda,math-physique
2653,2653,Technique,sociale,mikeno islamique,inconnu,mikeno islamique,mikeno islamique,sociale
2654,2654,Pédagogique,pédagogie générale,isidore bakanja,inconnu,isidore bakanja,bakadja,pedagogie
2655,2655,Technique,sociale,alleluya,inconnu,alleluya,bulera,sociale
2656,2656,Scientifique,biologie chimie,matendo,inconnu,matendo,matendo,bio-chimie
2657,2657,Littéraire,latin philo,mwanga,inconnu,mwanga,mwanga,latin philo
2658,2658,Scientifique,mathématique physique,mgr byaene,inconnu,mgr byaene,mgr byaghene,math-physique
2659,2659,Technique,commerciale et administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
2660,2660,Technique,sociale,isidore bakanja,inconnu,isidore bakanja,bakadja,sociale
2661,2661,Technique,sociale,saint andré,inconnu,saint andré,saint andre,sociale
2662,2662,Littéraire,latin philo,mwanga,inconnu,mwanga,mwanga,latin philo
2663,2663,Technique,mécanique machines outlis,lukanga,inconnu,lukanga,lukanga,mecanique machines outils
2664,2664,Scientifique,biologie chimie,fadhili,inconnu,fadhili,fadhili,bio-chimie
2665,2665,Technique,electricité industrielle,itfm fundi maendeleo,inconnu,itfm fundi maendeleo,itfm maendeleo,elec indust
2666,2666,Pédagogique,pédagogie générale,cs asseco,inconnu,asseco,asseco,pedagogie
2667,2667,Scientifique,biologie chimie,saint paul,inconnu,saint paul,saint paul,bio-chimie
2668,2668,Littéraire,latin philo,metanoia,inconnu,metanoia,metanoia,latin philo
2669,2669,Pédagogique,pédagogie générale,kishanga,inconnu,kishanga,kishanga,pedagogie
2670,2670,Scientifique,biologie chimie,nuru,inconnu,nuru,uhuru,bio-chimie
2671,2671,Scientifique,biologie chimie,lycée anuarite,inconnu,anuarite,anuarite,bio-chimie
2672,2672,Technique,electricité industrielle,itfm fundi maendeleo,inconnu,itfm fundi maendeleo,itfm maendeleo,elec indust
2673,2673,Technique,electricité générale,iti mahamba,inconnu,iti mahamba,itk mahamba,electronique générale
2674,2674,Pédagogique,pédagogie générale,buhimba,inconnu,buhimba,buhimba,pedagogie
2675,2675,Technique,commerciale et administrative,mwenga wa taifa,inconnu,mwenga wa taifa,mwanga/ uvira,commmerciale et adm
2676,2676,Pédagogique,pédagogie générale,mont carmel,inconnu,mont carmel,mont caemel,pedagogie
2677,2677,Technique,sociale,cs katasoire,inconnu,katasoire,katasoire,sociale
2678,2678,Pédagogique,pédagogie générale,ndosho,inconnu,ndosho,ndosho,pedagogie
2679,2679,Technique,hôtesse d'acceuil,gs gilgali,inconnu,gs gilgali,gs kigali,hotesse d'acceuil
2680,2680,Pédagogique,pédagogie générale,bulema,inconnu,bulema,bulera,pedagogie
2681,2681,Pédagogique,pédagogie générale,kihinga/kirumba,inconnu,kihinga/kirumba,imaki/kirumba,pedagogie
2682,2682,Technique,coupe couture,lycée kimbilio,inconnu,kimbilio,kimbilio,coupe couture
2683,2683,Pédagogique,pédagogie générale,tuendelye,inconnu,tuendelye,tuendelee,pedagogie
2684,2684,Technique,construction,saint marc,inconnu,saint marc,saint marc,construction
2685,2685,Scientifique,mathématique physique,mwanga,inconnu,mwanga,mwanga,math-physique
2686,2686,Technique,commerciale et administrative,zanner,inconnu,zanner,zanner,commmerciale et adm
2687,2687,Pédagogique,pédagogie générale,fadhili,inconnu,fadhili,fadhili,pedagogie
2688,2688,Technique,commerciale et administrative,zanner,inconnu,zanner,zanner,commmerciale et adm
2689,2689,Littéraire,latin philo,bihira,inconnu,bihira,bulera,latin philo
2690,2690,Pédagogique,pédagogie générale,autodidacte,inconnu,autodidacte,autodidacte,pedagogie
2691,2691,Pédagogique,pédagogie générale,visogho,inconnu,visogho,visogho,pedagogie
2692,2692,Technique,sociale,msawato,inconnu,msawato,mawato,sociale
2693,2693,Technique,commerciale et administrative,collège pierre bouvet,inconnu,pierre bouvet,iti gombe,commmerciale et adm
2694,2694,Scientifique,biologie chimie,isidore bakanja,inconnu,isidore bakanja,bakadja,bio-chimie
2695,2695,Scientifique,biologie chimie,isidore bakanja,inconnu,isidore bakanja,bakadja,bio-chimie
2696,2696,Pédagogique,pédagogie générale,kyeshero,inconnu,kyeshero,kyeshero,pedagogie
2697,2697,Technique,sociale,mont carmel,inconnu,mont carmel,mont caemel,sociale
2698,2698,Technique,commerciale et administrative,himbi,inconnu,himbi,himbi,commmerciale et adm
2699,2699,Technique,commerciale et administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
2700,2700,Pédagogique,pédagogie générale,buturande,inconnu,buturande,bulera,pedagogie
2701,2701,Technique,sociale,kabanda,inconnu,kabanda,kabanda,sociale
2702,2702,Technique,vétérinaire,itav ambele,inconnu,itav ambele,iti gombe,vétérinaire
2703,2703,Pédagogique,pédagogie générale,metanoia,inconnu,metanoia,metanoia,pedagogie
2704,2704,Technique,sociale,lycée sainte ursule,inconnu,sainte ursule,sainte ursule,sociale
2705,2705,Technique,commerciale et administrative,mont goma,inconnu,mont goma,ngoma,commmerciale et adm
2706,2706,Technique,sociale,icl,inconnu,icl,icl,sociale
2707,2707,Scientifique,mathématique physique,majengo,inconnu,majengo,majengo,math-physique
2708,2708,Pédagogique,pédagogie générale,icl,inconnu,icl,icl,pedagogie
2709,2709,Technique,sociale,maendeleo,inconnu,maendeleo,maendeleo,sociale
2710,2710,Technique,sociale,cs kiyabo,inconnu,kiyabo,kiyabo,sociale
2711,2711,Technique,sociale,totoro,inconnu,totoro,totoro,sociale
2712,2712,Scientifique,biologie chimie,maranatha,inconnu,maranatha,maranatha,bio-chimie
2713,2713,Pédagogique,pédagogie générale,lycée kigonzo,inconnu,kigonzo,kigonza,pedagogie
2714,2714,Scientifique,biologie chimie,metanoia,inconnu,metanoia,metanoia,bio-chimie
2715,2715,Scientifique,biologie chimie,institut de goma,inconnu,de goma,de goma,bio-chimie
2716,2716,Scientifique,mathématique physique,wamaza,inconnu,wamaza,wamaza,math-physique
2717,2717,Pédagogique,pédagogie générale,isidore bakanja,inconnu,isidore bakanja,bakadja,pedagogie
2718,2718,Littéraire,latin philo,zanner,inconnu,zanner,zanner,latin philo
2719,2719,Pédagogique,pédagogie générale,bukavu,inconnu,bukavu,de bukavu,pedagogie
2720,2720,Pédagogique,pédagogie générale,mulo,inconnu,mulo,mulo,pedagogie
2721,2721,Technique,commerciale et administrative,ahenée de butembo,inconnu,ahenée de butembo,ahenée de butembo,commmerciale et adm
2722,2722,Pédagogique,pédagogie générale,kiluku,inconnu,kiluku,kalungu,pedagogie
2723,2723,Pédagogique,pédagogie générale,taji dankier,inconnu,taji dankier,pain de vie,pedagogie
2724,2724,Scientifique,biologie chimie,tuadibishe,inconnu,tuadibishe,maadibisho,bio-chimie
2725,2725,Scientifique,biologie chimie,kyeshero,inconnu,kyeshero,kyeshero,bio-chimie
2726,2726,Technique,commerciale et administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
2727,2727,Pédagogique,pédagogie générale,mabingu,inconnu,mabingu,kalungu,pedagogie
2728,2728,Pédagogique,pédagogie générale,amkeni,inconnu,amkeni,amkeni,pedagogie
2729,2729,Pédagogique,pédagogie générale,ndoluma,inconnu,ndoluma,ngoma,pedagogie
2730,2730,Littéraire,latin philo,himbi,inconnu,himbi,himbi,latin philo
2731,2731,Pédagogique,pédagogie générale,lycée kimbilio,inconnu,kimbilio,kimbilio,pedagogie
2732,2732,Technique,mécanique,itig,inconnu,itig,itig,mec gene
2733,2733,Technique,sociale,lycée sainte ursule,inconnu,sainte ursule,sainte ursule,sociale
2734,2734,Technique,commerciale et administrative,butembo,inconnu,butembo,butembo,commmerciale et adm
2735,2735,Technique,commerciale administrative,cs espoir,privé,espoir,espoir1,commmerciale et adm
2736,2736,Technique,commerciale administrative,lwanzururu,inconnu,lwanzururu,lwanzururu,commmerciale et adm
2737,2737,Pédagogique,pédagogie générale,kyeshero,inconnu,kyeshero,kyeshero,pedagogie
2738,2738,Technique,commerciale administrative,mont goma,inconnu,mont goma,ngoma,commmerciale et adm
2739,2739,Littéraire,latin philo,mont goma,inconnu,mont goma,ngoma,latin philo
2740,2740,Scientifique,biologie chimie,lukanga,inconnu,lukanga,lukanga,bio-chimie
2741,2741,Pédagogique,pédagogie générale,eistein ujuzi,inconnu,eistein ujuzi,eistein ujuzi,pedagogie
2742,2742,Pédagogique,pédagogie générale,kanyamwera,inconnu,kanyamwera,namurera,pedagogie
2743,2743,Littéraire,latin philo,mwanga,inconnu,mwanga,mwanga,latin philo
2744,2744,Pédagogique,pédagogie générale,chemchem,inconnu,chemchem,chemchem,pedagogie
2745,2745,Scientifique,mathématique physique,wapole,inconnu,wapole,wapole,math-physique
2746,2746,Technique,commerciale et administrative,zanner,inconnu,zanner,zanner,commmerciale et adm
2747,2747,Technique,sociale,lycée sainte ursule,inconnu,sainte ursule,sainte ursule,sociale
2748,2748,Pédagogique,pédagogie générale,tuadibishe,inconnu,tuadibishe,maadibisho,pedagogie
2749,2749,Technique,commerciale administrative,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
2750,2750,Scientifique,math physique,faraja,inconnu,faraja,faraja,math-physique
2751,2751,Technique,commerciale administrative,himbi,inconnu,himbi,himbi,commmerciale et adm
2752,2752,Pédagogique,pédagogie générale,icl,inconnu,icl,icl,pedagogie
2753,2753,Technique,commerciale informatique,lukanga,inconnu,lukanga,lukanga,commerciale informatique
2754,2754,Technique,sociale,lycée sainte ursule,inconnu,sainte ursule,sainte ursule,sociale
2755,2755,Pédagogique,pédagogie générale,isidore bakanja,inconnu,isidore bakanja,bakadja,pedagogie
2756,2756,Pédagogique,pédagogie générale,isidore bakanja,inconnu,isidore bakanja,bakadja,pedagogie
2757,2757,Pédagogique,pédagogie générale,la fraternité,inconnu,la fraternité,la félicité,pedagogie
2758,2758,Technique,sociale,notre dame aux larmes,inconnu,notre dame aux larmes,notre dame olame,sociale
2759,2759,Technique,commerciale administrative,maendeleo,inconnu,maendeleo,maendeleo,commmerciale et adm
2760,2760,Scientifique,biologie chimie,malika wa mbingu,inconnu,malika wa mbingu,malikia wa bingu,bio-chimie
2761,2761,Pédagogique,pédagogie générale,vihya,inconnu,vihya,vihya,pedagogie
2762,2762,Littéraire,latin philo,manga,inconnu,manga,mwanga,latin philo
2763,2763,Technique,commerciale administrative,himbi,inconnu,himbi,himbi,commmerciale et adm
2764,2764,Technique,commerciale infomratique,collège bonsomi,inconnu,bonsomi,bonsomi,commerciale informatique
2765,2765,Technique,commerciale et administrative,nzamiboko,inconnu,nzamiboko,nzamiboko,commmerciale et adm
2766,2766,Technique,sociale,ct beni,inconnu,ct beni,de beni,sociale
2767,2767,Technique,commerciale administrative,saint joseph,inconnu,saint joseph,st joseph,commmerciale et adm
2768,2768,Scientifique,biologie chimie,bungulu,inconnu,bungulu,uhuru,bio-chimie
2769,2769,Littéraire,latin philo,mwanga,inconnu,mwanga,mwanga,latin philo
2770,2770,Littéraire,latin philo,mont goma,inconnu,mont goma,ngoma,latin philo
2771,2771,Littéraire,latin philo,lycée sacre coeur,inconnu,sacre coeur,la releve,latin philo
2772,2772,Littéraire,latin philo,maendeleo,inconnu,maendeleo,maendeleo,latin philo
2773,2773,Scientifique,biologie chimie,faraja,inconnu,faraja,faraja,bio-chimie
2774,2774,Scientifique,biologie chimie,gs tumba,inconnu,gs tumba,gs tumba,bio-chimie
2775,2775,Littéraire,latin philo,zanner,inconnu,zanner,zanner,latin philo
2776,2776,Pédagogique,pédagogie générale,mugunga,publique,mugunga,mugunga,pedagogie
2777,2777,Littéraire,latin philo,gs mont sinai,inconnu,gs mont sinai,gs mont sinai,latin philo
2778,2778,Technique,commerciale administrative,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
2779,2779,Pédagogique,pédagogie générale,mikeno nc,inconnu,mikeno nc,mikeno nc,pedagogie
2780,2780,Pédagogique,pédagogie générale,metanoia,inconnu,metanoia,metanoia,pedagogie
2781,2781,Pédagogique,pédagogie générale,ndoasho,inconnu,ndoasho,ndosho,pedagogie
2782,2782,Technique,sociale,cs mont sinai,inconnu,mont sinai,mont sinai,sociale
2783,2783,Technique,sociale,ndahura,inconnu,ndahura,ndahura,sociale
2784,2784,Technique,sociale,maendeleo,inconnu,maendeleo,maendeleo,sociale
2785,2785,Technique,commerciale administrative,edac/isgea,inconnu,edac/isgea,edac/isgea,commmerciale et adm
2786,2786,Pédagogique,pédagogie générale,himbi,inconnu,himbi,himbi,pedagogie
2787,2787,Technique,sociale,autodidacte,inconnu,autodidacte,autodidacte,sociale
2788,2788,Pédagogique,pédagogie générale,faraja,inconnu,faraja,faraja,pedagogie
2789,2789,Pédagogique,pédagogie générale,bweremana,inconnu,bweremana,bweremana,pedagogie
2790,2790,SCIENTIFIQUE,mathématique physique,kalumbwa,inconnu,kalumbwa,kalimba,math-physique
2791,2791,Scientifique,math physique,alfajiri,inconnu,alfajiri,alfajiri,math-physique
2792,2792,sScientifique,biologie chimie,lycée anuarite,catholique,anuarite,anuarite,bio-chimie
2793,2793,Technique,commerciale et administrative,edap isp,inconnu,edap isp,edap/isp,commmerciale et adm
2794,2794,Pédagogique,pédagogie générale,tujenge,inconnu,tujenge,tujenge,pedagogie
2795,2795,Technique,sociale,chireja,inconnu,chireja,chidasa,sociale
2796,2796,Technique,commerciale et administrative,ibanda,inconnu,ibanda,ibanda,commmerciale et adm
2797,2797,Technique,commerciale et administrative,edap/isp,inconnu,edap/isp,edap/isp,commmerciale et adm
2798,2798,Scientifique,mathématique-physique,nduhura,inconnu,nduhura,uhuru,math-physique
2799,2799,Pédagogique,pédagogie générale,malkia wa mbingu,inconnu,malkia wa mbingu,malikia wa bingu,pedagogie
2800,2800,Pédagogique,pédagogie générale,muungano,inconnu,muungano,muungano,pedagogie
2801,2801,Littéraire,latin philo,kasali,inconnu,kasali,kasali,latin philo
2802,2802,Technique,commerciale et administrative,butembo,inconnu,butembo,butembo,commmerciale et adm
2803,2803,Scientifique,mathématique physique,pilote de kalima,inconnu,pilote de kalima,pilote de katana,math-physique
2804,2804,Technique,construction,kyeshero,inconnu,kyeshero,kyeshero,construction
2805,2805,Technique,sociale,ndahura,inconnu,ndahura,ndahura,sociale
2806,2806,Technique,sociale,jerico,inconnu,jerico,moria,sociale
2807,2807,Technique,commerciale administrative,edap/isp bkv,inconnu,edap/isp bkv,edap isp bkv,commmerciale et adm
2808,2808,Pédagogique,pédagogie générale,magherya,inconnu,magherya,magherya,pedagogie
2809,2809,Pédagogique,pédagogie générale,cs azma,inconnu,azma,azma,pedagogie
2810,2810,Littéraire,latin philo,chemchem,inconnu,chemchem,chemchem,latin philo
2811,2811,Pédagogique,pédagogie générale,mont sinai,inconnu,mont sinai,mont sinai,pedagogie
2812,2812,PEDAGOGIE,pedagogie generale,ishasha,inconnu,ishasha,kishanga,pedagogie
2813,2813,Pédagogique,pédagogie générale,kisungu,inconnu,kisungu,kalungu,pedagogie
2814,2814,Pédagogique,pédagogie générale,la releve,inconnu,la releve,la releve,pedagogie
2815,2815,Technique,commerciale et administrative,mont sinai,inconnu,mont sinai,mont sinai,commmerciale et adm
